additional_data,answer,correct_options,description,gold,index,metadata,options,question,question_type,subject,type
,,,JEE Adv 2018 Paper 2,2,47.0,,,"Let $f: \mathbb{R} \rightarrow \mathbb{R}$ be a differentiable function with $f(0)=1$ and satisfying the equation

\[
f(x+y)=f(x) f^{\prime}(y)+f^{\prime}(x) f(y) \text { for all } x, y \in \mathbb{R} .
\]

Then, the value of $\log _{e}(f(4))$ is",,Mathematics,Numeric
,,,JEE Adv 2018 Paper 2,8,48.0,,,"Let $P$ be a point in the first octant, whose image $Q$ in the plane $x+y=3$ (that is, the line segment $P Q$ is perpendicular to the plane $x+y=3$ and the mid-point of $P Q$ lies in the plane $x+y=3$ ) lies on the $z$-axis. Let the distance of $P$ from the $x$-axis be 5 . If $R$ is the image of $P$ in the $x y$-plane, then what is the length of $P R$?",,Mathematics,Numeric
,,,JEE Adv 2018 Paper 2,0.5,49.0,,,"Consider the cube in the first octant with sides $O P, O Q$ and $O R$ of length 1 , along the $x$-axis, $y$-axis and $z$-axis, respectively, where $O(0,0,0)$ is the origin. Let $S\left(\frac{1}{2}, \frac{1}{2}, \frac{1}{2}\right)$ be the centre of the cube and $T$ be the vertex of the cube opposite to the origin $O$ such that $S$ lies on the diagonal $O T$. If $\vec{p}=\overrightarrow{S P}, \vec{q}=\overrightarrow{S Q}, \vec{r}=\overrightarrow{S R}$ and $\vec{t}=\overrightarrow{S T}$, then what is the value of $|(\vec{p} \times \vec{q}) \times(\vec{r} \times \vec{t})|$?",,Mathematics,Numeric
,,,JEE Adv 2018 Paper 2,646,50.0,,,"Let

\[
X=\left({ }^{10} C_{1}\right)^{2}+2\left({ }^{10} C_{2}\right)^{2}+3\left({ }^{10} C_{3}\right)^{2}+\cdots+10\left({ }^{10} C_{10}\right)^{2}
\]

where ${ }^{10} C_{r}, r \in\{1,2, \cdots, 10\}$ denote binomial coefficients. Then, what is the value of $\frac{1}{1430} X$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 1,A,1.0,,,"Consider a spherical gaseous cloud of mass density $\rho(r)$ in free space where $r$ is the radial distance from its center. The gaseous cloud is made of particles of equal mass $m$ moving in circular orbits about the common center with the same kinetic energy $K$. The force acting on the particles is their mutual gravitational force. If $\rho(r)$ is constant in time, the particle number density $n(r)=\rho(r) / m$ is

[ $G$ is universal gravitational constant]

(A) $\frac{K}{2 \pi r^{2} m^{2} G}$

(B) $\frac{K}{\pi r^{2} m^{2} G}$

(C) $\frac{3 K}{\pi r^{2} m^{2} G}$

(D) $\frac{K}{6 \pi r^{2} m^{2} G}$",,Physics,MCQ
,,,JEE Adv 2019 Paper 1,C,2.0,,,"A thin spherical insulating shell of radius $R$ carries a uniformly distributed charge such that the potential at its surface is $V_{0}$. A hole with a small area $\alpha 4 \pi R^{2}(\alpha \ll 1)$ is made on the shell without affecting the rest of the shell. Which one of the following statements is correct?

(A) The potential at the center of the shell is reduced by $2 \alpha V_{0}$

(B) The magnitude of electric field at the center of the shell is reduced by $\frac{\alpha V_{0}}{2 R}$

(C) The ratio of the potential at the center of the shell to that of the point at $\frac{1}{2} R$ from center towards the hole will be $\frac{1-\alpha}{1-2 \alpha}$

(D) The magnitude of electric field at a point, located on a line passing through the hole and shell's center, on a distance $2 R$ from the center of the spherical shell will be reduced by $\frac{\alpha V_{0}}{2 R}$",,Physics,MCQ
,,,JEE Adv 2019 Paper 1,A,3.0,,,"A current carrying wire heats a metal rod. The wire provides a constant power $(P)$ to the rod. The metal rod is enclosed in an insulated container. It is observed that the temperature $(T)$ in the metal rod changes with time $(t)$ as

\[
T(t)=T_{0}\left(1+\beta t^{\frac{1}{4}}\right)
\]

where $\beta$ is a constant with appropriate dimension while $T_{0}$ is a constant with dimension of temperature. The heat capacity of the metal is,

(A) $\frac{4 P\left(T(t)-T_{0}\right)^{3}}{\beta^{4} T_{0}^{4}}$

(B) $\frac{4 P\left(T(t)-T_{0}\right)^{4}}{\beta^{4} T_{0}^{5}}$

(C) $\frac{4 P\left(T(t)-T_{0}\right)^{2}}{\beta^{4} T_{0}^{3}}$

(D) $\frac{4 P\left(T(t)-T_{0}\right)}{\beta^{4} T_{0}^{2}}$",,Physics,MCQ
,,,JEE Adv 2019 Paper 1,B,4.0,,,"In a radioactive sample, ${ }_{19}^{40} \mathrm{~K}$ nuclei either decay into stable ${ }_{20}^{40} \mathrm{Ca}$ nuclei with decay constant $4.5 \times 10^{-10}$ per year or into stable ${ }_{18}^{40} \mathrm{Ar}$ nuclei with decay constant $0.5 \times 10^{-10}$ per year. Given that in this sample all the stable ${ }_{20}^{40} \mathrm{Ca}$ and ${ }_{18}^{40} \mathrm{Ar}$ nuclei are produced by the ${ }_{19}^{40} \mathrm{~K}$ nuclei only. In time $t \times 10^{9}$ years, if the ratio of the sum of stable ${ }_{20}^{40} \mathrm{Ca}$ and ${ }_{18}^{40} \mathrm{Ar}$ nuclei to the radioactive ${ }_{19}^{40} \mathrm{~K}$ nuclei is 99 , the value of $t$ will be,

[Given: $\ln 10=2.3]$

(A) 1.15

(B) 9.2

(C) 2.3

(D) 4.6",,Physics,MCQ
,,,JEE Adv 2019 Paper 1,ABC,8.0,,,"A charged shell of radius $R$ carries a total charge $Q$. Given $\Phi$ as the flux of electric field through a closed cylindrical surface of height $h$, radius $r$ and with its center same as that of the shell. Here, center of the cylinder is a point on the axis of the cylinder which is equidistant from its top and bottom surfaces. Which of the following option(s) is/are correct?

$\left[\epsilon_{0}\right.$ is the permittivity of free space]

(A) If $h>2 R$ and $r>R$ then $\Phi=\mathrm{Q} / \epsilon_{0}$

(B) If $h<8 R / 5$ and $r=3 R / 5$ then $\Phi=0$

(C) If $h>2 R$ and $r=3 R / 5$ then $\Phi=Q / 5 \epsilon_{0}$

(D) If $h>2 R$ and $r=4 R / 5$ then $\Phi=\mathrm{Q} / 5 \epsilon_{0}$",,Physics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ABC,11.0,,,"Let us consider a system of units in which mass and angular momentum are dimensionless. If length has dimension of $L$, which of the following statement(s) is/are correct?

(A) The dimension of linear momentum is $L^{-1}$

(B) The dimension of energy is $L^{-2}$

(C) The dimension of force is $L^{-3}$

(D) The dimension of power is $L^{-5}$",,Physics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,BC,12.0,,,"Two identical moving coil galvanometers have $10 \Omega$ resistance and full scale deflection at $2 \mu \mathrm{A}$ current. One of them is converted into a voltmeter of $100 \mathrm{mV}$ full scale reading and the other into an Ammeter of $1 \mathrm{~mA}$ full scale current using appropriate resistors. These are then used to measure the voltage and current in the Ohm's law experiment with $R=1000$ $\Omega$ resistor by using an ideal cell. Which of the following statement(s) is/are correct?

(A) The resistance of the Voltmeter will be $100 \mathrm{k} \Omega$

(B) The resistance of the Ammeter will be $0.02 \Omega$ (round off to $2^{\text {nd }}$ decimal place)

(C) The measured value of $R$ will be $978 \Omega<R<982 \Omega$

(D) If the ideal cell is replaced by a cell having internal resistance of $5 \Omega$ then the measured value of $R$ will be more than $1000 \Omega$",,Physics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,1,16.0,,,"A parallel plate capacitor of capacitance $C$ has spacing $d$ between two plates having area $A$. The region between the plates is filled with $N$ dielectric layers, parallel to its plates, each with thickness $\delta=\frac{d}{N}$. The dielectric constant of the $m^{t h}$ layer is $K_{m}=K\left(1+\frac{m}{N}\right)$. For a very large $N\left(>10^{3}\right)$, the capacitance $C$ is $\alpha\left(\frac{K \epsilon_{0} A}{d \ln 2}\right)$. What will be the value of $\alpha$? $\left[\epsilon_{0}\right.$ is the permittivity of free space]",,Physics,Numeric
,,,JEE Adv 2019 Paper 1,C,19.0,,,"The green colour produced in the borax bead test of a chromium(III) salt is due to

(A) $\mathrm{Cr}\left(\mathrm{BO}_{2}\right)_{3}$

(B) $\mathrm{Cr}_{2}\left(\mathrm{~B}_{4} \mathrm{O}_{7}\right)_{3}$

(C) $\mathrm{Cr}_{2} \mathrm{O}_{3}$

(D) $\mathrm{CrB}$",,Chemistry,MCQ
,,,JEE Adv 2019 Paper 1,C,20.0,,,"Calamine, malachite, magnetite and cryolite, respectively, are

(A) $\mathrm{ZnSO}_{4}, \mathrm{CuCO}_{3}, \mathrm{Fe}_{2} \mathrm{O}_{3}, \mathrm{AlF}_{3}$

(B) $\mathrm{ZnSO}_{4}, \mathrm{Cu}(\mathrm{OH})_{2}, \mathrm{Fe}_{3} \mathrm{O}_{4}, \mathrm{Na}_{3} \mathrm{AlF}_{6}$

(C) $\mathrm{ZnCO}_{3}, \mathrm{CuCO}_{3} \cdot \mathrm{Cu}(\mathrm{OH})_{2}, \mathrm{Fe}_{3} \mathrm{O}_{4}, \mathrm{Na}_{3} \mathrm{AlF}_{6}$

(D) $\mathrm{ZnCO}_{3}, \mathrm{CuCO}_{3}, \mathrm{Fe}_{2} \mathrm{O}_{3}, \mathrm{Na}_{3} \mathrm{AlF}_{6}$",,Chemistry,MCQ
,,,JEE Adv 2019 Paper 1,AB,23.0,,,"A tin chloride $\mathrm{Q}$ undergoes the following reactions (not balanced)

$\mathrm{Q}+\mathrm{Cl}^{-} \rightarrow \mathrm{X}$

$\mathrm{Q}+\mathrm{Me}_{3} \mathrm{~N} \rightarrow \mathrm{Y}$

$\mathbf{Q}+\mathrm{CuCl}_{2} \rightarrow \mathbf{Z}+\mathrm{CuCl}$

$\mathrm{X}$ is a monoanion having pyramidal geometry. Both $\mathrm{Y}$ and $\mathrm{Z}$ are neutral compounds.

Choose the correct option(s)

(A) The central atom in $\mathrm{X}$ is $s p^{3}$ hybridized

(B) There is a coordinate bond in $\mathrm{Y}$

(C) The oxidation state of the central atom in $\mathrm{Z}$ is +2

(D) The central atom in $\mathrm{Z}$ has one lone pair of electrons",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ABD,24.0,,,"Fusion of $\mathrm{MnO}_{2}$ with $\mathrm{KOH}$ in presence of $\mathrm{O}_{2}$ produces a salt W. Alkaline solution of $\mathbf{W}$ upon electrolytic oxidation yields another salt $\mathrm{X}$. The manganese containing ions present in $\mathbf{W}$ and $\mathbf{X}$, respectively, are $\mathbf{Y}$ and $\mathbf{Z}$. Correct statement(s) is(are)

(A) In aqueous acidic solution, $\mathrm{Y}$ undergoes disproportionation reaction to give $\mathrm{Z}$ and $\mathrm{MnO}_{2}$

(B) Both $\mathrm{Y}$ and $\mathrm{Z}$ are coloured and have tetrahedral shape

(C) $\mathrm{Y}$ is diamagnetic in nature while $\mathrm{Z}$ is paramagnetic

(D) In both $\mathrm{Y}$ and $\mathrm{Z}, \pi$-bonding occurs between $p$-orbitals of oxygen and $d$-orbitals of manganese",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,CD,25.0,,,"Choose the reaction(s) from the following options, for which the standard enthalpy of reaction is equal to the standard enthalpy of formation.

(A) $2 \mathrm{H}_{2}(\mathrm{~g})+\mathrm{O}_{2}(\mathrm{~g}) \rightarrow 2 \mathrm{H}_{2} \mathrm{O}(\mathrm{l})$

(B) $2 \mathrm{C}(\mathrm{g})+3 \mathrm{H}_{2}(\mathrm{~g}) \rightarrow \mathrm{C}_{2} \mathrm{H}_{6}(\mathrm{~g})$

(C) $\frac{3}{2} \mathrm{O}_{2}(\mathrm{~g}) \rightarrow \mathrm{O}_{3}(\mathrm{~g})$

(D) $\frac{1}{8} \mathrm{~S}_{8}(\mathrm{~s})+\mathrm{O}_{2}(\mathrm{~g}) \rightarrow \mathrm{SO}_{2}(\mathrm{~g})$",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ACD,26.0,,,"Which of the following statement(s) is(are) correct regarding the root mean square speed ( $\left.u_{rms}\right)$ and average translational kinetic energy ( $\left.\varepsilon_{\text {av }}\right)$ of a molecule in a gas at equilibrium?

(A) $u_{rms}$ is doubled when its temperature is increased four times

(B) $\varepsilon_{av}}$ is doubled when its temperature is increased four times

(C) $\varepsilon_{av}$ at a given temperature does not depend on its molecular mass

(D) $u_{rms}$ is inversely proportional to the square root of its molecular mass",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,BD,27.0,,,"Each of the following options contains a set of four molecules. Identify the option(s) where all four molecules possess permanent dipole moment at room temperature.

(A) $\mathrm{BeCl}_{2}, \mathrm{CO}_{2}, \mathrm{BCl}_{3}, \mathrm{CHCl}_{3}$

(B) $\mathrm{NO}_{2}, \mathrm{NH}_{3}, \mathrm{POCl}_{3}, \mathrm{CH}_{3} \mathrm{Cl}$

(C) $\mathrm{BF}_{3}, \mathrm{O}_{3}, \mathrm{SF}_{6}, \mathrm{XeF}_{6}$

(D) $\mathrm{SO}_{2}, \mathrm{C}_{6} \mathrm{H}_{5} \mathrm{Cl}, \mathrm{H}_{2} \mathrm{Se}, \mathrm{BrF}_{5}$",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ABD,28.0,,,"In the decay sequence,

${ }_{92}^{238} \mathrm{U} \stackrel{-\mathrm{x}_{1}}{\longrightarrow}{ }_{90}^{234} \mathrm{Th} \stackrel{-\mathrm{x}_{2}}{\longrightarrow}{ }_{91}^{234} \mathrm{~Pa} \stackrel{-\mathrm{x}_{3}}{\longrightarrow}{ }^{234} \mathbf{Z} \stackrel{-\mathrm{x}_{4}}{\longrightarrow}{ }_{90}^{230} \mathrm{Th}$

$\mathrm{x}_{1}, \mathrm{x}_{2}, \mathrm{x}_{3}$ and $\mathrm{x}_{4}$ are particles/radiation emitted by the respective isotopes. The correct option(s) is $($ are $)$

(A) $x_{1}$ will deflect towards negatively charged plate

(B) $\mathrm{x}_{2}$ is $\beta^{-}$

(C) $x_{3}$ is $\gamma$-ray

(D) $\mathbf{Z}$ is an isotope of uranium",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ACD,29.0,,,"Which of the following statement(s) is(are) true?

(A) Monosaccharides cannot be hydrolysed to give polyhydroxy aldehydes and ketones

(B) Oxidation of glucose with bromine water gives glutamic acid

(C) Hydrolysis of sucrose gives dextrorotatory glucose and laevorotatory fructose

(D) The two six-membered cyclic hemiacetal forms of $\mathrm{D}-(+)$-glucose are called anomers",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,4,31.0,,,"Among $\mathrm{B}_{2} \mathrm{H}_{6}, \mathrm{~B}_{3} \mathrm{~N}_{3} \mathrm{H}_{6}, \mathrm{~N}_{2} \mathrm{O}, \mathrm{N}_{2} \mathrm{O}_{4}, \mathrm{H}_{2} \mathrm{~S}_{2} \mathrm{O}_{3}$ and $\mathrm{H}_{2} \mathrm{~S}_{2} \mathrm{O}_{8}$, what is the total number of molecules containing covalent bond between two atoms of the same kind?",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 1,19,32.0,,,"At $143 \mathrm{~K}$, the reaction of $\mathrm{XeF}_{4}$ with $\mathrm{O}_{2} \mathrm{~F}_{2}$ produces a xenon compound $\mathrm{Y}$. What is the total number of lone pair(s) of electrons present on the whole molecule of $\mathrm{Y}$?",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 1,1.02,34.0,,,"On dissolving $0.5 \mathrm{~g}$ of a non-volatile non-ionic solute to $39 \mathrm{~g}$ of benzene, its vapor pressure decreases from $650 \mathrm{~mm} \mathrm{Hg}$ to $640 \mathrm{~mm} \mathrm{Hg}$. What is the depression of freezing point of benzene (in $\mathrm{K}$ ) upon addition of the solute? (Given data: Molar mass and the molal freezing point depression constant of benzene are $78 \mathrm{~g}$ $\mathrm{mol}^{-1}$ and $5.12 \mathrm{~K} \mathrm{~kg} \mathrm{~mol}^{-1}$, respectively)",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 1,6.75,35.0,,,"Consider the kinetic data given in the following table for the reaction $\mathrm{A}+\mathrm{B}+\mathrm{C} \rightarrow$ Product.

\begin{center}

\begin{tabular}{|c|c|c|c|c|}

\hline

Experiment No. & $\begin{array}{c}{[\mathrm{A}]} \\ \left(\mathrm{mol} \mathrm{dm}^{-3}\right)\end{array}$ & $\begin{array}{c}{[\mathrm{B}]} \\ \left(\mathrm{mol} \mathrm{dm}^{-3}\right)\end{array}$ & $\begin{array}{c}{[\mathrm{C}]} \\ \left(\mathrm{mol} \mathrm{dm}^{-3}\right)\end{array}$ & $\begin{array}{c}\text { Rate of reaction } \\ \left(\mathrm{mol} \mathrm{dm}^{-3} \mathrm{~s}^{-1}\right)\end{array}$ \\

\hline

1 & 0.2 & 0.1 & 0.1 & $6.0 \times 10^{-5}$ \\

\hline

2 & 0.2 & 0.2 & 0.1 & $6.0 \times 10^{-5}$ \\

\hline

3 & 0.2 & 0.1 & 0.2 & $1.2 \times 10^{-4}$ \\

\hline

4 & 0.3 & 0.1 & 0.1 & $9.0 \times 10^{-5}$ \\

\hline

\end{tabular}

\end{center}

The rate of the reaction for $[\mathrm{A}]=0.15 \mathrm{~mol} \mathrm{dm}^{-3},[\mathrm{~B}]=0.25 \mathrm{~mol} \mathrm{dm}^{-3}$ and $[\mathrm{C}]=0.15 \mathrm{~mol} \mathrm{dm}^{-3}$ is found to be $\mathbf{Y} \times 10^{-5} \mathrm{~mol} \mathrm{dm}^{-3} \mathrm{~s}^{-1}$. What is the value of $\mathbf{Y}$?",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 1,A,37.0,,,"Let $S$ be the set of all complex numbers $Z$ satisfying $|z-2+i| \geq \sqrt{5}$. If the complex number $Z_{0}$ is such that $\frac{1}{\left|Z_{0}-1\right|}$ is the maximum of the set $\left\{\frac{1}{|z-1|}: z \in S\right\}$, then the principal argument of $\frac{4-z_{0}-\overline{z_{0}}}{Z_{0}-\overline{z_{0}}+2 i}$ is

(A) $-\frac{\pi}{2}$

(B) $\frac{\pi}{4}$

(C) $\frac{\pi}{2}$

(D) $\frac{3 \pi}{4}$",,Mathematics,MCQ
,,,JEE Adv 2019 Paper 1,C,38.0,,,"Let

\[
M=\left[\begin{array}{cc}

\sin ^{4} \theta & -1-\sin ^{2} \theta \\

1+\cos ^{2} \theta & \cos ^{4} \theta

\end{array}\right]=\alpha I+\beta M^{-1}
\]

where $\alpha=\alpha(\theta)$ and $\beta=\beta(\theta)$ are real numbers, and $I$ is the $2 \times 2$ identity matrix. If

$\alpha^{*}$ is the minimum of the set $\{\alpha(\theta): \theta \in[0,2 \pi)\}$ and

$\beta^{*}$ is the minimum of the set $\{\beta(\theta): \theta \in[0,2 \pi)\}$

then the value of $\alpha^{*}+\beta^{*}$ is

(A) $-\frac{37}{16}$

(B) $-\frac{31}{16}$

(C) $-\frac{29}{16}$

(D) $-\frac{17}{16}$",,Mathematics,MCQ
,,,JEE Adv 2019 Paper 1,B,39.0,,,"A line $y=m x+1$ intersects the circle $(x-3)^{2}+(y+2)^{2}=25$ at the points $P$ and $Q$. If the midpoint of the line segment $P Q$ has $x$-coordinate $-\frac{3}{5}$, then which one of the following options is correct?

(A) $-3 \leq m<-1$

(B) $2 \leq m<4$

(C) $4 \leq m<6$

(D) $6 \leq m<8$",,Mathematics,MCQ
,,,JEE Adv 2019 Paper 1,A,40.0,,,"The area of the region $\left\{(x, y): x y \leq 8,1 \leq y \leq x^{2}\right\}$ is

(A) $16 \log _{e} 2-\frac{14}{3}$

(B) $8 \log _{e} 2-\frac{14}{3}$

(C) $16 \log _{e} 2-6$

(D) $8 \log _{e} 2-\frac{7}{3}$",,Mathematics,MCQ
,,,JEE Adv 2019 Paper 1,ABD,42.0,,,"Let

\[
M=\left[\begin{array}{lll}

0 & 1 & a \\

1 & 2 & 3 \\

3 & b & 1

\end{array}\right] \quad \text { and adj } M=\left[\begin{array}{rrr}

-1 & 1 & -1 \\

8 & -6 & 2 \\

-5 & 3 & -1

\end{array}\right]
\]

where $a$ and $b$ are real numbers. Which of the following options is/are correct?

(A) $a+b=3$

(B) $(\operatorname{adj} M)^{-1}+\operatorname{adj} M^{-1}=-M$

(C) $\operatorname{det}\left(\operatorname{adj} M^{2}\right)=81$

(D) If $M\left[\begin{array}{l}\alpha \\ \beta \\ \gamma\end{array}\right]=\left[\begin{array}{l}1 \\ 2 \\ 3\end{array}\right]$, then $\alpha-\beta+\gamma=3$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,AB,43.0,,,"There are three bags $B_{1}, B_{2}$ and $B_{3}$. The bag $B_{1}$ contains 5 red and 5 green balls, $B_{2}$ contains 3 red and 5 green balls, and $B_{3}$ contains 5 red and 3 green balls. Bags $B_{1}, B_{2}$ and $B_{3}$ have probabilities $\frac{3}{10}, \frac{3}{10}$ and $\frac{4}{10}$ respectively of being chosen. A bag is selected at random and a ball is chosen at random from the bag. Then which of the following options is/are correct?

(A) Probability that the chosen ball is green, given that the selected bag is $B_{3}$, equals $\frac{3}{8}$

(B) Probability that the chosen ball is green equals $\frac{39}{80}$

(C) Probability that the selected bag is $B_{3}$, given that the chosen ball is green, equals $\frac{5}{13}$

(D) Probability that the selected bag is $B_{3}$ and the chosen ball is green equals $\frac{3}{10}$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ACD,44.0,,,"In a non-right-angled triangle $\triangle P Q R$, let $p, q, r$ denote the lengths of the sides opposite to the angles at $P, Q, R$ respectively. The median from $R$ meets the side $P Q$ at $S$, the perpendicular from $P$ meets the side $Q R$ at $E$, and $R S$ and $P E$ intersect at $O$. If $p=\sqrt{3}, q=1$, and the radius of the circumcircle of the $\triangle P Q R$ equals 1 , then which of the following options is/are correct?

(A) Length of $R S=\frac{\sqrt{7}}{2}$

(B) Area of $\triangle S O E=\frac{\sqrt{3}}{12}$

(C) Length of $O E=\frac{1}{6}$

(D) Radius of incircle of $\triangle P Q R=\frac{\sqrt{3}}{2}(2-\sqrt{3})$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,BC,45.0,,,"Define the collections $\left\{E_{1}, E_{2}, E_{3}, \ldots\right\}$ of ellipses and $\left\{R_{1}, R_{2}, R_{3}, \ldots\right\}$ of rectangles as follows:

$E_{1}: \frac{x^{2}}{9}+\frac{y^{2}}{4}=1$

$R_{1}$ : rectangle of largest area, with sides parallel to the axes, inscribed in $E_{1}$;

$E_{n}:$ ellipse $\frac{x^{2}}{a_{n}^{2}}+\frac{y^{2}}{b_{n}^{2}}=1$ of largest area inscribed in $R_{n-1}, n>1$;

$R_{n}:$ rectangle of largest area, with sides parallel to the axes, inscribed in $E_{n}, n>1$.

Then which of the following options is/are correct?

(A) The eccentricities of $E_{18}$ and $E_{19}$ are NOT equal

(B) $\quad \sum_{n=1}^{N}\left(\right.$ area of $\left.R_{n}\right)<24$, for each positive integer $N$

(C) The length of latus rectum of $E_{9}$ is $\frac{1}{6}$

(D) The distance of a focus from the centre in $E_{9}$ is $\frac{\sqrt{5}}{32}$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,AB,47.0,,,"Let $\Gamma$ denote a curve $y=y(x)$ which is in the first quadrant and let the point $(1,0)$ lie on it. Let the tangent to $\Gamma$ at a point $P$ intersect the $y$-axis at $Y_{P}$. If $P Y_{P}$ has length 1 for each point $P$ on $\Gamma$, then which of the following options is/are correct?

(A) $y=\log _{e}\left(\frac{1+\sqrt{1-x^{2}}}{x}\right)-\sqrt{1-x^{2}}$

(B) $x y^{\prime}+\sqrt{1-x^{2}}=0$

(C) $y=-\log _{e}\left(\frac{1+\sqrt{1-x^{2}}}{x}\right)+\sqrt{1-x^{2}}$

(D) $x y^{\prime}-\sqrt{1-x^{2}}=0$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,ABC,48.0,,,"Let $L_{1}$ and $L_{2}$ denote the lines

\[
\vec{r}=\hat{i}+\lambda(-\hat{i}+2 \hat{j}+2 \hat{k}), \lambda \in \mathbb{R}
\]
 and 
\[ \vec{r}=\mu(2 \hat{i}-\hat{j}+2 \hat{k}), \mu \in \mathbb{R}
\]

respectively. If $L_{3}$ is a line which is perpendicular to both $L_{1}$ and $L_{2}$ and cuts both of them, then which of the following options describe(s) $L_{3}$ ?

(A) $\vec{r}=\frac{2}{9}(4 \hat{i}+\hat{j}+\hat{k})+t(2 \hat{i}+2 \hat{j}-\hat{k}), t \in \mathbb{R}$

(B) $\vec{r}=\frac{2}{9}(2 \hat{i}-\hat{j}+2 \hat{k})+t(2 \hat{i}+2 \hat{j}-\hat{k}), t \in \mathbb{R}$

(C) $\vec{r}=\frac{1}{3}(2 \hat{i}+\hat{k})+t(2 \hat{i}+2 \hat{j}-\hat{k}), t \in \mathbb{R}$

(D) $\vec{r}=t(2 \hat{i}+2 \hat{j}-\hat{k}), t \in \mathbb{R}$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 1,3,49.0,,,"Let $\omega \neq 1$ be a cube root of unity. Then what is the minimum of the set

\[
\left\{\left|a+b \omega+c \omega^{2}\right|^{2}: a, b, c \text { distinct non-zero integers }\right\}
\] equal?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 1,157,50.0,,,"Let $A P(a ; d)$ denote the set of all the terms of an infinite arithmetic progression with first term $a$ and common difference $d>0$. If

\[
A P(1 ; 3) \cap A P(2 ; 5) \cap A P(3 ; 7)=A P(a ; d)
\]

then what does $a+d$ equal?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 1,0.5,51.0,,,"Let $S$ be the sample space of all $3 \times 3$ matrices with entries from the set $\{0,1\}$. Let the events $E_{1}$ and $E_{2}$ be given by

\[
\begin{aligned}

& E_{1}=\{A \in S: \operatorname{det} A=0\} \text { and } \\

& E_{2}=\{A \in S: \text { sum of entries of } A \text { is } 7\} .

\end{aligned}
\]

If a matrix is chosen at random from $S$, then what is the conditional probability $P\left(E_{1} \mid E_{2}\right)$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 1,10,52.0,,,"Let the point $B$ be the reflection of the point $A(2,3)$ with respect to the line $8 x-6 y-23=0$. Let $\Gamma_{A}$ and $\Gamma_{B}$ be circles of radii 2 and 1 with centres $A$ and $B$ respectively. Let $T$ be a common tangent to the circles $\Gamma_{A}$ and $\Gamma_{B}$ such that both the circles are on the same side of $T$. If $C$ is the point of intersection of $T$ and the line passing through $A$ and $B$, then what is the length of the line segment $A C$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 1,4,53.0,,,"If

\[
I=\frac{2}{\pi} \int_{-\pi / 4}^{\pi / 4} \frac{d x}{\left(1+e^{\sin x}\right)(2-\cos 2 x)}
\]

then what does $27 I^{2}$ equal?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 1,0.75,54.0,,,"Three lines are given by

\[
\vec{r} & =\lambda \hat{i}, \lambda \in \mathbb{R}
\]
\[\vec{r} & =\mu(\hat{i}+\hat{j}), \mu \in \mathbb{R}
\]
 \[
\vec{r} =v(\hat{i}+\hat{j}+\hat{k}), v \in \mathbb{R}.
\]

Let the lines cut the plane $x+y+z=1$ at the points $A, B$ and $C$ respectively. If the area of the triangle $A B C$ is $\triangle$ then what is the value of $(6 \Delta)^{2}$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 2,ACD,1.0,,,"A thin and uniform rod of mass $M$ and length $L$ is held vertical on a floor with large friction. The rod is released from rest so that it falls by rotating about its contact-point with the floor without slipping. Which of the following statement(s) is/are correct, when the rod makes an angle $60^{\circ}$ with vertical?

[ $g$ is the acceleration due to gravity]

(A) The angular speed of the rod will be $\sqrt{\frac{3 g}{2 L}}$

(B) The angular acceleration of the rod will be $\frac{2 g}{L}$

(C) The radial acceleration of the rod's center of mass will be $\frac{3 g}{4}$

(D) The normal reaction force from the floor on the rod will be $\frac{M g}{16}$",,Physics,MCQ(multiple)
